# VG;DATA INICIO OP.;TIPO TRUQUE;TIPO RODA;PAD?;PROC. FAB. RODA;DUR. RODA [HB];DATA MED.;KM;CLASSE VIDA ARO;TAPE INI.;TROCA ROD?;POS. ROR.;"ID (""CPF"") PL"
HPT 033381-6;42422;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;351;43607;278792;NOVA;239;NÃO;2L;43607_HPT_0333816_2L
HPT 033381-6;42422;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;364;43607;278792;NOVA;239;NÃO;1L;43607_HPT_0333816_1L
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43591;312629;NOVA;241;NÃO;1R;43591_HPT_0334197_1R
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;342;43591;312629;NOVA;240;NÃO;2R;43591_HPT_0334197_2R
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43591;312629;NOVA;240;NÃO;3R;43591_HPT_0334197_3R
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;376;43591;312629;NOVA;240;NÃO;4R;43591_HPT_0334197_4R
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43591;312629;NOVA;240;NÃO;4L;43591_HPT_0334197_4L
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;368;43591;312629;NOVA;240;NÃO;3L;43591_HPT_0334197_3L
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;355;43591;312629;NOVA;240;NÃO;2L;43591_HPT_0334197_2L
HPT 033419-7;42499;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43591;312629;NOVA;241;NÃO;1L;43591_HPT_0334197_1L
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43609;283051;NOVA;242;NÃO;1R;43609_HPT_0334588_1R
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;376;43609;283051;NOVA;242;NÃO;2R;43609_HPT_0334588_2R
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;365;43609;283051;NOVA;242;NÃO;3R;43609_HPT_0334588_3R
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43609;283051;NOVA;242;NÃO;4R;43609_HPT_0334588_4R
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43609;283051;NOVA;242;NÃO;4L;43609_HPT_0334588_4L
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43609;283051;NOVA;242;NÃO;3L;43609_HPT_0334588_3L
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43609;283051;NOVA;242;NÃO;2L;43609_HPT_0334588_2L
HPT 033458-8;42506;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;367;43609;283051;NOVA;242;NÃO;1L;43609_HPT_0334588_1L
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;364;43594;267338;NOVA;241;NÃO;1R;43594_HPT_0334669_1R
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;359;43594;267338;NOVA;241;NÃO;2R;43594_HPT_0334669_2R
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;377;43594;267338;NOVA;241;NÃO;3R;43594_HPT_0334669_3R
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43594;267338;NOVA;241;NÃO;4R;43594_HPT_0334669_4R
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;380;43594;267338;NOVA;241;NÃO;4L;43594_HPT_0334669_4L
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;373;43594;267338;NOVA;241;NÃO;3L;43594_HPT_0334669_3L
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;342;43594;267338;NOVA;241;NÃO;2L;43594_HPT_0334669_2L
HPT 033466-9;42508;Ride Control;K36;BORRACHA ESTREITO (SCT);FUNDIDA;365;43594;267338;NOVA;241;NÃO;1L;43594_HPT_0334669_1L
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43594;261202;NOVA;239;NÃO;1R;43594_HPT_0335509_1R
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;261202;NOVA;239;NÃO;2R;43594_HPT_0335509_2R
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;373;43594;261202;NOVA;239;NÃO;3R;43594_HPT_0335509_3R
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;366;43594;261202;NOVA;239;NÃO;4R;43594_HPT_0335509_4R
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;261202;NOVA;239;NÃO;4L;43594_HPT_0335509_4L
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;261202;NOVA;239;NÃO;3L;43594_HPT_0335509_3L
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;366;43594;261202;NOVA;239;NÃO;2L;43594_HPT_0335509_2L
HPT 033550-9;42584;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;261202;NOVA;239;NÃO;1L;43594_HPT_0335509_1L
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;270376;NOVA;237;NÃO;1R;43594_HPT_0336971_1R
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43594;270376;NOVA;237;NÃO;2R;43594_HPT_0336971_2R
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;270376;NOVA;238;NÃO;3R;43594_HPT_0336971_3R
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;270376;NOVA;238;NÃO;4R;43594_HPT_0336971_4R
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;357;43594;270376;NOVA;238;NÃO;4L;43594_HPT_0336971_4L
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;366;43594;270376;NOVA;238;NÃO;3L;43594_HPT_0336971_3L
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;341;43594;270376;NOVA;237;NÃO;2L;43594_HPT_0336971_2L
HPT 033697-1;42635;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;379;43594;270376;NOVA;237;NÃO;1L;43594_HPT_0336971_1L
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;347;43607;224498;NOVA;241;NÃO;1R;43607_HPT_0337111_1R
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43607;224498;NOVA;240;NÃO;2R;43607_HPT_0337111_2R
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43607;224498;NOVA;241;NÃO;3R;43607_HPT_0337111_3R
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;359;43607;224498;NOVA;241;NÃO;4R;43607_HPT_0337111_4R
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43607;224498;NOVA;241;NÃO;4L;43607_HPT_0337111_4L
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43607;224498;NOVA;241;NÃO;3L;43607_HPT_0337111_3L
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43607;224498;NOVA;240;NÃO;2L;43607_HPT_0337111_2L
HPT 033711-1;42642;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43607;224498;NOVA;241;NÃO;1L;43607_HPT_0337111_1L
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43608;239446;NOVA;241;NÃO;1R;43608_HPT_0337684_1R
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;239446;NOVA;241;NÃO;2R;43608_HPT_0337684_2R
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;365;43608;239446;NOVA;242;NÃO;3R;43608_HPT_0337684_3R
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43608;239446;NOVA;242;NÃO;4R;43608_HPT_0337684_4R
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;361;43608;239446;NOVA;242;NÃO;4L;43608_HPT_0337684_4L
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;239446;NOVA;242;NÃO;3L;43608_HPT_0337684_3L
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;239446;NOVA;241;NÃO;2L;43608_HPT_0337684_2L
HPT 033768-4;42661;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;239446;NOVA;241;NÃO;1L;43608_HPT_0337684_1L
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;251701;NOVA;242;NÃO;1R;43594_HPT_0337889_1R
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;251701;NOVA;242;NÃO;2R;43594_HPT_0337889_2R
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;368;43594;251701;NOVA;242;NÃO;3R;43594_HPT_0337889_3R
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43594;251701;NOVA;242;NÃO;4R;43594_HPT_0337889_4R
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;375;43594;251701;NOVA;242;NÃO;4L;43594_HPT_0337889_4L
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;251701;NOVA;242;NÃO;3L;43594_HPT_0337889_3L
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;251701;NOVA;242;NÃO;2L;43594_HPT_0337889_2L
HPT 033788-9;42668;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;251701;NOVA;242;NÃO;1L;43594_HPT_0337889_1L
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;357;43594;245633;NOVA;241;NÃO;1R;43594_HPT_0337463_1R
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;245633;NOVA;241;NÃO;2R;43594_HPT_0337463_2R
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;245633;NOVA;241;NÃO;3R;43594_HPT_0337463_3R
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;373;43594;245633;NOVA;241;NÃO;4R;43594_HPT_0337463_4R
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;366;43594;245633;NOVA;241;NÃO;4L;43594_HPT_0337463_4L
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;371;43594;245633;NOVA;241;NÃO;3L;43594_HPT_0337463_3L
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;245633;NOVA;241;NÃO;2L;43594_HPT_0337463_2L
HPT 033746-3;42653;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;245633;NOVA;241;NÃO;1L;43594_HPT_0337463_1L
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;225503;NOVA;240;NÃO;1R;43608_HPT_8400946_1R
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;341;43608;225503;NOVA;240;NÃO;2R;43608_HPT_8400946_2R
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;361;43608;225503;NOVA;240;NÃO;3R;43608_HPT_8400946_3R
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;225503;NOVA;240;NÃO;4R;43608_HPT_8400946_4R
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;368;43608;225503;NOVA;240;NÃO;4L;43608_HPT_8400946_4L
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43608;225503;NOVA;240;NÃO;3L;43608_HPT_8400946_3L
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43608;225503;NOVA;240;NÃO;2L;43608_HPT_8400946_2L
HPT 840094-6;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;225503;NOVA;240;NÃO;1L;43608_HPT_8400946_1L
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;241;NÃO;1R;43594_HPT_8400920_1R
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;2R;43594_HPT_8400920_2R
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;3R;43594_HPT_8400920_3R
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;4R;43594_HPT_8400920_4R
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;4L;43594_HPT_8400920_4L
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;3L;43594_HPT_8400920_3L
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;240;NÃO;2L;43594_HPT_8400920_2L
HPT 840092-0;42737;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;;43594;195645;NOVA;241;NÃO;1L;43594_HPT_8400920_1L
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;378;43608;180093;NOVA;242;NÃO;1R;43608_HPT_8401802_1R
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;180093;NOVA;242;NÃO;2R;43608_HPT_8401802_2R
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;373;43608;180093;NOVA;242;NÃO;3R;43608_HPT_8401802_3R
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;180093;NOVA;242;NÃO;4R;43608_HPT_8401802_4R
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43608;180093;NOVA;242;NÃO;4L;43608_HPT_8401802_4L
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;180093;NOVA;242;NÃO;3L;43608_HPT_8401802_3L
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;374;43608;180093;NOVA;242;NÃO;2L;43608_HPT_8401802_2L
HPT 840180-2;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;180093;NOVA;242;NÃO;1L;43608_HPT_8401802_1L
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;232111;NOVA;241;NÃO;1R;43594_HPT_8401837_1R
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;232111;NOVA;241;NÃO;2R;43594_HPT_8401837_2R
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;375;43594;232111;NOVA;241;NÃO;3R;43594_HPT_8401837_3R
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;232111;NOVA;241;NÃO;4R;43594_HPT_8401837_4R
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;375;43594;232111;NOVA;241;NÃO;4L;43594_HPT_8401837_4L
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43594;232111;NOVA;241;NÃO;3L;43594_HPT_8401837_3L
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;232111;NOVA;241;NÃO;2L;43594_HPT_8401837_2L
HPT 840183-7;42776;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43594;232111;NOVA;241;NÃO;1L;43594_HPT_8401837_1L
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;352;43606;222013;NOVA;240;NÃO;1R;43606_HPT_8402264_1R
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;351;43606;222013;NOVA;240;NÃO;2R;43606_HPT_8402264_2R
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43606;222013;NOVA;240;NÃO;3R;43606_HPT_8402264_3R
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43606;222013;NOVA;240;NÃO;4R;43606_HPT_8402264_4R
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43606;222013;NOVA;240;NÃO;4L;43606_HPT_8402264_4L
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43606;222013;NOVA;240;NÃO;3L;43606_HPT_8402264_3L
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;350;43606;222013;NOVA;240;NÃO;2L;43606_HPT_8402264_2L
HPT 840226-4;42793;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43606;222013;NOVA;240;NÃO;1L;43606_HPT_8402264_1L
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;375;43642;DESCONSIDERAR;NOVA;241;SIM;1R;43642_HPT_8402604_1R
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;360;43642;197331;NOVA;241;NÃO;2R;43642_HPT_8402604_2R
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;342;43642;197331;NOVA;241;NÃO;3R;43642_HPT_8402604_3R
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;341;43642;197331;NOVA;241;NÃO;4R;43642_HPT_8402604_4R
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;341;43642;197331;NOVA;241;NÃO;4L;43642_HPT_8402604_4L
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;363;43642;197331;NOVA;241;NÃO;3L;43642_HPT_8402604_3L
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;361;43642;197331;NOVA;241;NÃO;2L;43642_HPT_8402604_2L
HPT 840260-4;42804;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;375;43642;DESCONSIDERAR;NOVA;241;SIM;1L;43642_HPT_8402604_1L
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;173162;NOVA;240;NÃO;1R;43608_HPT_8442240_1R
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43608;173162;NOVA;240;NÃO;2R;43608_HPT_8442240_2R
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;173162;NOVA;240;NÃO;3R;43608_HPT_8442240_3R
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;367;43608;173162;NOVA;240;NÃO;4R;43608_HPT_8442240_4R
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;173162;NOVA;240;NÃO;4L;43608_HPT_8442240_4L
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;377;43608;173162;NOVA;240;NÃO;3L;43608_HPT_8442240_3L
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;364;43608;173162;NOVA;240;NÃO;2L;43608_HPT_8442240_2L
HPT 844224-0;42887;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;378;43608;173162;NOVA;240;NÃO;1L;43608_HPT_8442240_1L
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43662;199592;NOVA;241;NÃO;1R;43662_HPT_8442495_1R
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43662;199592;NOVA;241;NÃO;2R;43662_HPT_8442495_2R
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;345;43662;199592;NOVA;241;NÃO;3R;43662_HPT_8442495_3R
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;342;43662;199592;NOVA;241;NÃO;4R;43662_HPT_8442495_4R
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;353;43662;199592;NOVA;241;NÃO;4L;43662_HPT_8442495_4L
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;345;43662;199592;NOVA;241;NÃO;3L;43662_HPT_8442495_3L
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;344;43662;199592;NOVA;241;NÃO;2L;43662_HPT_8442495_2L
HPT 844249-5;42892;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;340;43662;199592;NOVA;241;NÃO;1L;43662_HPT_8442495_1L
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43663;195206;NOVA;242;NÃO;1R;43663_HPT_8441821_1R
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;346;43663;195206;NOVA;242;NÃO;2R;43663_HPT_8441821_2R
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;360;43663;195206;NOVA;242;NÃO;3R;43663_HPT_8441821_3R
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;380;43663;195206;NOVA;241;NÃO;4R;43663_HPT_8441821_4R
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;370;43663;195206;NOVA;241;NÃO;4L;43663_HPT_8441821_4L
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;363;43663;195206;NOVA;242;NÃO;3L;43663_HPT_8441821_3L
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;355;43663;195206;NOVA;242;NÃO;2L;43663_HPT_8441821_2L
HPT 844182-1;42908;Ride Control;K36;BORRACHA ESTREITO (Retesp);FUNDIDA;377;43663;195206;NOVA;242;NÃO;1L;43663_HPT_8441821_1L
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;342;43594;188639;NOVA;240;NÃO;1R;43594_HPT_8442801_1R
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;368;43594;188639;NOVA;240;NÃO;2R;43594_HPT_8442801_2R
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;364;43594;188639;NOVA;240;NÃO;3R;43594_HPT_8442801_3R
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;351;43594;188639;NOVA;240;NÃO;4R;43594_HPT_8442801_4R
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;345;43594;188639;NOVA;240;NÃO;4L;43594_HPT_8442801_4L
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;368;43594;188639;NOVA;240;NÃO;3L;43594_HPT_8442801_3L
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;373;43594;188639;NOVA;240;NÃO;2L;43594_HPT_8442801_2L
HPT 844280-1;42908;Ride Control;K36 (Eixo Tub);BORRACHA ESTREITO (Retesp);FUNDIDA;362;43594;188639;NOVA;240;NÃO;1L;43594_HPT_8442801_1L
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;374;43642;182062;NOVA;241;NÃO;1R;43642_HPT_8404020_1R
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;340;43642;182062;NOVA;241;NÃO;2R;43642_HPT_8404020_2R
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;357;43642;182062;NOVA;242;NÃO;3R;43642_HPT_8404020_3R
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43642;182062;NOVA;242;NÃO;4R;43642_HPT_8404020_4R
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43642;182062;NOVA;242;NÃO;4L;43642_HPT_8404020_4L
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;342;43642;182062;NOVA;242;NÃO;3L;43642_HPT_8404020_3L
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;340;43642;182062;NOVA;241;NÃO;2L;43642_HPT_8404020_2L
HPT 840402-0;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43642;182062;NOVA;241;NÃO;1L;43642_HPT_8404020_1L
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;363;43663;191349;NOVA;241;NÃO;1R;43663_HPT_8404071_1R
HPT 840407-1;43004;Motion Control;K36;ADAPTER PLUS;FUNDIDA;380;43663;191349;NOVA;240;NÃO;2R;43663_HPT_8404071_2R
